,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
1494,5.2,4.6,5.2,4.8,7.1,7.9,65.7,6.3,4.9,5.5,5.2,3.6,5.4,Antigua and Barbuda2007
1495,1.9,2.7,4.0,4.6,5.2,4.0,41.4,3.4,3.8,3.7,3.8,1.5,2.8,Argentina2007
1496,4.5,5.8,5.0,5.0,6.0,6.9,70.3,6.5,6.2,5.5,5.8,7.6,5.5,Armenia2007
1497,0.9,1.5,3.0,1.8,4.4,1.1,23.2,1.0,1.4,2.5,2.9,1.6,1.1,Australia2007
1498,1.0,2.0,3.5,1.9,5.0,1.1,26.0,1.3,1.4,1.5,2.8,2.2,2.3,Austria2007
1499,7.2,7.5,7.3,6.3,7.4,5.3,81.2,7.8,6.0,6.4,6.0,7.5,6.5,Azerbaijan2007
1500,3.4,6.0,6.0,3.5,5.0,3.7,57.0,6.8,3.7,4.7,5.3,3.6,5.3,Bahrain2007
1501,8.0,9.5,9.6,6.9,9.0,8.4,95.9,9.0,7.4,7.8,8.6,5.8,5.9,Bangladesh2007
1502,5.3,4.8,5.8,5.0,7.6,6.9,59.9,6.1,2.6,3.0,4.1,3.6,5.1,Barbados2007
1503,6.7,8.5,6.5,6.8,7.5,5.0,85.2,9.1,6.9,8.5,8.0,4.6,7.1,Belarus2007
1504,1.6,1.5,4.0,2.1,4.0,1.1,25.5,1.5,1.4,1.5,3.2,1.6,2.0,Belgium2007
1505,5.7,5.0,5.2,6.0,7.6,6.9,69.8,6.5,5.7,3.8,6.6,5.2,5.6,Belize2007
1506,5.2,3.8,4.0,7.1,7.4,6.9,72.0,6.4,8.1,4.8,6.5,5.2,6.6,Benin2007
1507,4.6,8.0,7.0,7.9,8.7,6.7,86.4,8.0,6.5,8.5,6.5,7.5,6.5,Bhutan2007
1508,6.2,8.3,7.0,6.4,8.5,7.0,82.0,7.2,7.4,7.0,7.4,3.7,5.9,Bolivia2007
1509,7.3,8.3,8.3,6.0,7.2,6.0,84.5,7.6,5.6,5.3,6.1,8.0,8.8,Bosnia and Herzegovina2007
1510,3.9,2.8,3.4,5.6,7.0,6.0,66.4,5.4,6.5,4.8,9.2,5.8,6.0,Botswana2007
1511,6.9,4.5,6.1,3.2,8.8,5.0,66.9,6.2,6.3,5.3,6.6,3.4,4.6,Brazil2007
1512,6.9,7.4,7.4,3.2,7.9,4.2,71.2,7.7,3.3,6.6,6.3,5.6,4.7,Brunei Darussalam2007
1513,5.4,3.9,4.2,4.3,6.2,5.9,60.3,5.7,5.0,4.7,5.4,4.1,5.5,Bulgaria2007
1514,7.6,7.7,6.4,8.2,8.9,6.6,89.7,7.6,8.9,6.6,8.6,5.6,7.0,Burkina Faso2007
1515,6.8,7.5,6.7,8.2,8.8,6.7,95.2,7.1,8.9,7.5,9.1,8.9,9.0,Burundi2007
1516,6.2,7.5,7.3,6.4,7.2,8.0,85.7,8.5,7.6,7.1,7.6,5.9,6.4,Cambodia2007
1517,7.7,8.0,7.0,6.1,8.7,7.9,89.4,8.5,7.5,7.2,7.0,6.8,7.0,Cameroon2007
1518,1.0,1.6,2.0,1.5,5.0,2.1,25.1,1.5,1.2,2.0,3.3,2.4,1.5,Canada2007
1519,6.1,6.4,4.8,8.0,6.2,8.2,81.1,7.0,7.4,6.4,7.9,4.8,7.9,Cape Verde2007
1520,8.9,9.3,8.8,8.4,8.6,5.5,101.0,9.0,8.0,8.2,8.9,8.4,9.0,Central African Republic2007
1521,9.6,9.7,9.5,8.3,9.0,7.9,108.8,9.5,9.1,9.2,9.1,8.9,9.0,Chad2007
1522,2.0,1.5,3.5,3.8,4.0,2.1,33.8,1.6,3.7,3.7,3.8,1.1,3.0,Chile2007
1523,5.3,7.5,8.0,4.0,9.0,6.5,81.2,8.5,6.5,9.0,8.7,5.1,3.1,China2007
1524,8.3,8.5,7.4,3.8,8.4,8.4,89.7,8.2,6.0,7.4,6.8,9.5,7.0,Colombia2007
1525,6.7,6.5,5.3,7.6,6.1,5.7,77.8,7.9,8.7,6.6,6.2,3.6,6.9,Comoros2007
1526,2.0,3.3,4.0,4.8,6.6,5.0,50.5,3.9,2.9,3.5,5.6,4.4,4.5,Costa Rica2007
1527,9.6,9.3,9.8,8.9,8.0,8.4,107.3,9.5,7.9,9.2,8.6,8.3,9.8,Cote d'Ivoire2007
1528,3.9,3.9,6.0,5.7,5.7,5.0,60.5,4.2,4.1,4.5,5.3,6.5,5.7,Croatia2007
1529,7.7,7.8,5.5,6.3,7.2,6.0,78.6,7.6,3.8,7.8,6.5,4.7,7.7,Cuba2007
1530,4.2,8.4,8.3,4.8,7.5,5.7,70.2,5.5,3.8,3.5,5.1,4.2,9.2,Cyprus2007
1531,2.0,3.5,3.2,2.8,3.9,5.0,42.1,3.7,3.8,3.5,4.0,3.3,3.4,Czech Republic2007
1532,1.0,1.0,2.5,2.1,1.9,2.0,22.2,1.0,1.4,1.5,3.2,2.6,2.0,Denmark2007
1533,7.0,6.9,5.5,6.9,6.1,5.0,80.3,7.4,7.5,6.0,7.9,6.5,7.6,Djibouti2007
1534,6.5,7.4,6.1,5.8,8.1,8.3,80.6,6.0,6.9,7.0,6.5,6.4,5.6,Dominican Republic2007
1535,6.6,7.6,6.7,5.3,8.0,7.1,79.9,7.5,6.8,6.6,6.2,6.0,5.5,Ecuador2007
1536,6.1,8.3,7.8,7.0,7.8,6.2,89.2,9.0,6.7,8.5,7.7,6.5,7.6,Egypt2007
1537,5.8,3.9,6.0,5.4,7.3,7.0,74.9,7.0,6.9,6.9,7.6,5.6,5.5,El Salvador2007
1538,8.9,8.5,7.0,4.0,9.0,7.4,88.2,9.4,8.6,9.4,8.0,2.0,6.0,Equatorial Guinea2007
1539,7.5,7.2,5.4,8.4,5.9,6.0,85.5,8.3,7.7,7.4,8.1,7.1,6.5,Eritrea2007
1540,2.1,5.9,4.5,3.7,4.9,4.0,50.5,5.0,3.8,3.7,4.8,4.8,3.3,Estonia2007
1541,7.5,8.9,7.8,8.0,8.6,7.5,95.3,7.9,7.0,8.5,9.0,7.9,6.7,Ethiopia2007
1542,7.0,8.2,7.5,5.9,7.5,5.4,75.7,9.0,4.1,5.9,5.9,4.0,5.3,Fiji2007
1543,0.9,0.7,1.0,2.2,1.9,2.1,18.5,0.9,1.2,1.5,2.5,1.6,2.0,Finland2007
1544,1.0,1.8,5.8,2.9,4.8,2.0,34.1,1.5,1.4,3.2,4.1,3.6,2.0,France2007
1545,5.3,7.2,3.0,4.9,7.8,6.0,73.3,7.3,7.0,6.7,6.6,5.7,5.8,Gabon2007
1546,7.8,7.8,7.6,5.7,7.0,5.7,82.3,7.9,6.1,5.4,6.3,6.8,8.2,Georgia2007
1547,2.5,1.8,4.9,3.0,5.5,3.0,38.4,2.3,1.7,2.9,3.9,4.8,2.1,Germany2007
1548,2.4,3.5,5.1,4.0,6.8,8.0,61.9,5.5,6.9,4.5,6.0,4.5,4.7,Ghana2007
1549,3.1,1.6,3.5,3.5,5.0,5.4,43.5,4.0,3.1,3.9,4.7,2.0,3.7,Greece2007
1550,5.9,5.7,5.0,6.5,7.1,7.9,71.6,6.5,4.1,5.1,5.9,3.6,8.3,Grenada2007
1551,7.3,5.9,7.1,7.0,8.0,6.7,81.4,7.4,6.6,7.1,7.0,6.0,5.3,Guatemala2007
1552,8.1,9.0,8.1,8.5,8.5,8.3,101.3,9.6,8.9,8.6,7.8,7.4,8.5,Guinea2007
1553,5.9,4.9,5.4,6.8,8.1,7.9,73.3,6.4,5.7,5.6,6.9,4.1,5.6,Guyana2007
1554,9.3,9.3,8.0,8.4,8.2,8.0,100.9,9.2,9.0,9.1,8.6,4.2,9.6,Haiti2007
1555,5.9,6.3,5.3,7.6,8.7,6.0,74.8,7.4,6.6,5.8,7.8,2.0,5.4,Honduras2007
1556,2.1,5.5,3.0,4.1,6.3,5.0,51.2,6.0,3.8,4.0,3.7,3.6,4.1,Hungary2007
1557,1.0,0.8,1.0,3.5,2.5,3.2,21.1,1.3,1.3,2.1,1.0,0.9,2.5,Iceland2007
1558,5.0,5.6,7.0,4.6,8.9,7.1,70.8,4.8,6.7,5.4,8.3,3.2,4.2,India2007
1559,7.3,7.2,6.0,6.5,8.0,7.5,84.4,6.5,7.0,7.0,7.0,7.5,6.9,Indonesia2007
1560,8.3,8.9,7.1,3.3,7.2,5.0,82.8,7.8,5.7,8.7,6.2,8.6,6.0,Iran2007
1561,10.0,9.8,10.0,8.0,8.5,9.5,111.4,9.4,8.5,9.7,9.0,9.0,10.0,Iraq2007
1562,1.0,1.0,1.0,2.1,2.9,2.1,19.5,1.5,1.8,1.5,1.6,1.5,1.5,Ireland2007
1563,2.5,3.2,3.5,3.8,4.5,3.0,37.1,3.7,2.0,1.8,3.6,3.5,2.0,Italy2007
1564,5.6,3.7,4.3,5.4,6.7,6.7,65.1,7.0,5.8,5.4,6.1,2.4,6.0,Jamaica2007
1565,1.0,1.3,3.8,2.6,2.5,2.0,28.5,1.8,1.2,3.5,4.1,1.1,3.6,Japan2007
1566,6.4,6.5,6.5,6.6,7.7,5.0,76.6,6.2,5.6,6.2,6.2,6.8,6.9,Jordan2007
1567,6.7,7.7,5.2,6.6,6.2,4.0,72.3,7.5,6.1,7.0,5.7,3.0,6.6,Kazakhstan2007
1568,7.1,8.2,6.9,7.0,8.1,8.0,91.3,8.0,7.4,7.0,8.4,8.0,7.2,Kenya2007
1569,5.3,7.6,4.5,3.1,6.1,4.1,62.1,6.9,3.3,6.5,5.9,4.8,4.0,Kuwait2007
1570,7.9,7.5,6.8,7.5,8.0,7.4,88.2,8.2,6.3,7.9,7.5,6.2,7.0,Kyrgyz Republic2007
1571,8.2,8.6,6.5,7.1,5.7,6.6,87.2,7.9,8.0,8.5,8.0,5.5,6.6,Laos2007
1572,2.2,4.4,4.6,5.8,7.0,5.0,56.7,4.7,4.0,3.8,5.2,5.7,4.3,Latvia2007
1573,9.0,8.8,9.0,6.3,7.1,7.0,92.4,7.3,6.4,7.0,6.9,8.6,9.0,Lebanon2007
1574,6.2,6.7,5.5,9.1,5.5,5.4,81.2,7.5,8.9,6.7,9.0,4.5,6.2,Lesotho2007
1575,6.9,8.1,6.5,8.4,8.3,6.8,92.9,7.0,8.6,6.7,8.1,8.5,9.0,Liberia2007
1576,5.3,8.0,5.6,5.3,7.3,4.0,69.3,7.4,4.5,8.1,6.2,2.6,5.0,Libya2007
1577,2.0,3.0,3.5,4.5,6.2,5.4,49.0,4.2,3.7,3.7,5.4,3.4,4.0,Lithuania2007
1578,2.0,3.0,3.7,2.0,2.5,1.2,28.1,3.3,2.6,1.6,2.1,1.8,2.3,Luxembourg2007
1579,6.1,6.4,7.1,5.9,7.4,7.0,74.1,7.3,5.1,5.3,5.4,4.7,6.4,Macedonia2007
1580,6.1,6.7,5.1,7.5,7.0,5.0,76.5,5.7,8.7,5.7,8.5,3.0,7.5,Madagascar2007
1581,5.4,7.5,6.0,9.2,8.8,8.0,92.2,7.9,9.0,8.0,9.0,6.0,7.4,Malawi2007
1582,6.3,5.3,5.5,4.6,6.6,3.6,65.9,5.9,5.4,6.5,6.3,4.1,5.8,Malaysia2007
1583,6.1,7.2,4.9,7.3,4.9,7.0,81.1,7.9,7.1,7.7,8.0,7.0,6.0,Maldives2007
1584,4.8,3.7,6.1,8.7,6.6,7.9,75.5,4.7,8.6,4.6,8.5,4.4,6.9,Mali2007
1585,4.5,1.6,3.9,3.5,4.5,4.8,48.5,4.5,3.3,3.5,3.8,6.1,4.5,Malta2007
1586,7.4,7.9,8.0,7.8,7.0,5.0,86.7,6.8,8.1,7.1,8.7,6.2,6.7,Mauritania2007
1587,3.5,3.0,3.5,3.8,5.9,2.1,42.7,5.1,4.4,3.9,3.6,1.1,2.8,Mauritius2007
1588,6.1,4.8,6.1,6.2,8.4,7.0,72.6,6.1,5.7,5.1,6.9,4.0,6.2,Mexico2007
1589,6.3,7.5,7.3,7.5,7.5,8.4,85.7,7.9,7.1,6.8,7.0,4.7,7.7,Moldova2007
1590,4.8,4.9,4.1,5.2,5.4,2.1,58.4,6.0,5.3,6.7,6.0,1.0,6.9,Mongolia2007
1591,4.8,6.0,5.8,4.0,4.3,2.5,55.6,4.5,3.6,5.6,5.4,4.1,5.0,Montenegro2007
1592,5.2,5.4,6.8,6.6,7.3,6.2,76.0,7.8,6.0,6.6,6.6,7.5,4.0,Morocco2007
1593,5.9,5.6,4.7,7.5,7.2,8.0,76.9,7.4,8.0,7.0,7.5,2.2,5.9,Mozambique2007
1594,9.0,8.2,9.1,7.6,8.9,6.0,97.0,9.1,8.3,9.8,8.5,8.5,4.0,Myanmar2007
1595,5.5,3.2,5.4,5.9,8.2,7.9,71.3,4.4,7.5,5.7,6.5,5.1,6.0,Namibia2007
1596,8.3,8.5,8.9,8.2,9.2,6.1,93.6,8.5,6.6,8.8,8.1,5.2,7.2,Nepal2007
1597,1.0,1.0,4.8,2.0,4.0,2.5,28.6,1.3,1.4,1.4,3.2,4.0,2.0,Netherlands2007
1598,1.0,1.0,2.0,3.0,4.0,2.1,20.5,1.1,1.4,1.5,1.1,1.2,1.1,New Zealand2007
1599,6.5,7.2,6.4,7.8,8.6,7.1,80.0,6.5,7.0,5.4,6.7,5.1,5.7,Nicaragua2007
1600,6.7,6.0,8.9,9.2,7.2,6.0,91.2,8.2,8.8,7.1,9.2,5.9,8.0,Niger2007
1601,9.2,9.5,9.5,5.4,9.1,8.5,95.6,9.1,8.7,7.1,8.2,5.6,5.7,Nigeria2007
1602,1.0,1.0,1.0,2.1,2.0,1.1,17.1,1.0,1.3,1.5,2.0,1.6,1.5,Norway2007
1603,5.3,7.1,3.0,3.7,2.0,1.1,45.5,6.3,4.2,6.6,3.1,1.1,2.0,Oman2007
1604,9.5,9.5,9.0,5.8,8.5,8.1,100.1,8.7,7.1,8.7,8.2,8.5,8.5,Pakistan2007
1605,5.0,2.9,4.4,5.8,7.5,5.0,59.4,4.8,5.6,4.7,6.6,3.1,4.0,Panama2007
1606,7.0,6.7,8.0,7.3,9.0,7.9,85.1,7.8,7.8,6.1,7.5,3.5,6.5,Papua New Guinea2007
1607,4.3,7.5,6.2,6.7,7.4,6.0,72.9,8.1,6.5,7.9,6.5,1.6,4.2,Paraguay2007
1608,7.7,7.0,6.9,5.6,8.1,7.5,76.4,6.6,6.2,5.2,6.6,4.0,5.0,Peru2007
1609,7.6,7.8,7.2,5.8,7.6,6.7,83.2,8.2,5.9,6.8,7.0,5.7,6.9,Philippines2007
1610,2.0,3.0,3.2,4.3,4.8,6.5,47.6,4.2,4.2,3.5,4.9,3.0,4.0,Poland2007
1611,1.0,1.3,2.5,3.7,3.9,2.1,32.4,1.5,3.7,3.3,4.8,1.1,3.5,Portugal2007
1612,2.5,4.7,5.6,4.9,4.8,3.6,53.6,7.0,2.6,4.7,5.0,3.6,4.6,Qatar2007
1613,3.4,4.5,5.2,5.7,6.1,5.2,60.9,6.1,5.2,4.8,5.5,3.8,5.4,Romania2007
1614,6.8,8.5,7.7,3.9,8.2,6.5,81.2,7.6,6.2,8.5,7.5,5.9,3.9,Russia2007
1615,4.6,8.2,8.7,7.5,7.1,7.6,89.2,8.5,6.9,7.4,9.1,7.0,6.6,Rwanda2007
1616,6.7,5.4,5.0,6.3,7.2,7.9,73.8,6.7,4.7,4.9,6.8,3.8,8.4,Samoa2007
1617,5.8,5.9,5.1,8.5,6.1,7.4,78.6,7.3,8.1,5.3,7.9,4.8,6.4,Sao Tome and Principe2007
1618,7.3,7.6,7.7,2.3,6.5,3.6,76.5,8.8,4.3,8.8,5.9,7.2,6.5,Saudi Arabia2007
1619,5.2,3.8,5.2,5.7,6.9,5.1,66.9,5.7,6.7,5.6,7.0,4.5,5.5,Senegal2007
1620,6.2,6.7,5.5,4.0,6.9,4.7,71.3,7.9,4.1,6.7,6.9,5.0,6.7,Seychelles2007
1621,6.5,7.7,7.1,8.7,8.7,8.7,93.4,8.0,8.0,7.0,8.6,7.4,7.0,Sierra Leone2007
1622,1.0,4.0,3.0,3.4,2.5,3.0,33.0,3.6,1.5,4.0,2.9,1.1,3.0,Singapore2007
1623,3.0,1.1,3.4,3.2,5.4,3.5,37.5,3.2,3.5,3.5,4.0,1.7,2.0,Slovenia2007
1624,7.7,8.8,8.0,8.0,8.0,5.1,92.0,8.5,8.5,7.1,8.5,4.8,9.0,Solomon Islands2007
1625,10.0,10.0,8.5,9.2,7.5,8.0,111.1,10.0,10.0,9.7,9.2,9.0,10.0,Somalia2007
1626,3.2,3.9,4.7,2.8,8.5,4.0,57.4,4.3,5.7,4.1,8.2,6.0,2.0,South Africa2007
1627,1.0,2.9,3.5,1.4,2.4,5.5,39.7,3.9,2.0,2.7,4.0,3.9,6.5,South Korea2007
1628,4.3,5.6,5.7,3.4,5.0,1.6,39.2,1.4,1.9,2.8,3.7,1.8,2.0,Spain2007
1629,8.7,9.2,9.5,6.0,8.2,6.9,93.1,8.9,6.5,7.5,7.0,8.6,6.1,Sri Lanka2007
1630,9.9,9.7,10.0,7.7,9.1,9.0,113.7,10.0,9.5,10.0,9.2,9.8,9.8,Sudan2007
1631,6.2,5.1,6.1,6.9,8.3,6.7,73.9,6.4,4.9,5.7,7.1,4.2,6.3,Suriname2007
1632,7.1,7.1,4.0,7.7,6.0,5.3,81.3,8.8,8.1,7.5,8.7,4.0,7.0,Swaziland2007
1633,0.9,1.0,1.0,1.3,2.0,2.0,19.3,1.0,1.2,1.4,3.2,2.8,1.5,Sweden2007
1634,1.0,1.0,2.1,1.5,2.6,2.0,20.2,1.0,1.4,1.7,3.3,1.7,0.9,Switzerland2007
1635,7.4,7.5,8.0,6.8,8.1,6.8,88.6,8.5,5.3,8.5,6.5,8.9,6.3,Syria2007
1636,7.8,8.8,6.3,7.3,7.3,6.4,88.7,9.0,7.3,8.6,7.7,6.1,6.1,Tajikistan2007
1637,5.7,5.5,6.2,7.4,6.9,6.0,79.3,6.3,7.8,6.0,7.4,7.1,7.0,Tanzania2007
1638,7.2,8.0,7.8,3.0,7.5,4.4,76.0,8.0,5.5,6.3,7.0,5.8,5.5,Thailand2007
1639,9.0,8.8,7.1,8.5,6.5,5.3,94.9,9.5,7.9,6.9,8.1,8.5,8.8,Timor-Leste2007
1640,7.8,7.6,6.0,8.2,7.5,6.5,86.6,7.7,8.0,7.8,7.5,5.4,6.6,Togo2007
1641,5.7,5.7,5.2,3.8,8.1,6.4,67.6,6.4,5.8,5.4,5.9,3.8,5.4,Trinidad and Tobago2007
1642,5.9,6.2,5.1,4.3,7.4,5.1,65.6,6.4,5.9,7.3,5.6,3.4,3.0,Tunisia2007
1643,6.7,7.1,7.4,4.7,8.7,5.0,74.9,6.1,5.4,5.1,6.9,5.8,6.0,Turkey2007
1644,8.5,8.2,6.2,7.4,7.3,5.6,87.5,9.0,7.7,9.6,7.0,4.5,6.5,Turkmenistan2007
1645,8.3,7.8,8.5,7.5,8.5,6.0,96.4,8.5,8.2,8.2,8.1,9.4,7.4,Uganda2007
1646,3.0,7.9,7.0,5.0,7.0,7.5,71.4,7.5,4.5,5.9,6.5,3.6,6.0,Ukraine2007
1647,2.1,3.6,4.0,2.6,5.2,3.7,51.6,7.0,4.1,6.1,5.6,3.6,4.0,United Arab Emirates2007
1648,3.0,2.7,4.2,1.4,4.7,2.0,34.1,2.2,1.8,2.6,3.4,4.0,2.1,United Kingdom2007
1649,3.0,2.3,2.0,3.5,5.1,5.9,40.9,2.9,4.0,2.5,5.1,1.1,3.5,Uruguay2007
1650,8.9,9.2,7.1,7.5,8.6,7.1,93.5,9.2,6.8,9.0,7.7,5.4,7.0,Uzbekistan2007
1651,6.9,7.5,6.8,4.0,8.2,6.9,79.8,7.5,6.3,7.9,6.9,5.2,5.7,Venezuela2007
1652,8.0,9.0,7.3,8.0,8.7,7.2,93.2,7.8,8.1,7.2,8.0,6.7,7.2,Yemen2007
1653,5.5,5.2,5.2,7.9,7.4,6.7,80.6,7.6,7.9,5.8,9.1,6.2,6.1,Zambia2007
1654,9.5,9.0,8.8,10.0,9.5,9.1,110.1,9.5,9.6,9.7,9.7,8.7,7.0,Zimbabwe2007
